,Area Code,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,clusters,cluster
640,318,65.0,68.0,123.0,47.0,24.0,13.0,834.0,60.0,50.0,80.0,130.0,2,0,pink
641,318,47.0,72.0,121.0,49.0,25.0,13.0,767.0,70.0,60.0,90.0,150.0,3,0,pink
642,318,48.0,72.0,121.0,49.0,24.0,13.0,779.0,70.0,60.0,90.0,150.0,3,0,pink
643,318,52.0,77.0,130.0,53.0,25.0,14.0,803.0,80.0,60.0,100.0,160.0,3,0,pink
644,318,58.0,85.0,144.0,59.0,27.0,16.0,842.0,90.0,70.0,110.0,180.0,3,0,pink
645,318,58.0,85.0,144.0,59.0,27.0,16.0,870.0,90.0,70.0,110.0,180.0,3,0,pink
646,318,44.0,48.0,91.0,33.0,21.0,9.0,777.0,50.0,40.0,60.0,100.0,3,0,pink
647,318,63.0,105.0,167.0,62.0,42.0,19.0,346.0,70.0,50.0,90.0,140.0,5,0,pink
648,318,67.0,84.0,142.0,49.0,39.0,15.0,342.0,50.0,40.0,70.0,110.0,5,0,pink
649,318,41.0,65.0,103.0,39.0,33.0,12.0,380.0,30.0,30.0,50.0,80.0,5,0,pink
650,318,57.0,79.0,125.0,47.0,35.0,14.0,366.0,40.0,40.0,60.0,100.0,5,0,pink
651,318,73.0,88.0,150.0,53.0,39.0,16.0,321.0,30.0,40.0,60.0,100.0,5,0,pink
652,318,28.0,65.0,110.0,45.0,37.0,14.0,410.0,40.0,30.0,60.0,90.0,6,0,pink
653,318,23.0,59.0,99.0,40.0,36.0,12.0,443.0,30.0,30.0,50.0,80.0,6,0,pink
654,318,30.0,67.0,113.0,46.0,37.0,14.0,449.0,40.0,20.0,40.0,60.0,6,0,pink
655,318,45.0,67.0,120.0,46.0,37.0,14.0,449.0,40.0,20.0,40.0,60.0,6,0,pink
656,318,40.0,63.0,113.0,43.0,36.0,13.0,466.0,20.0,30.0,50.0,80.0,6,0,pink
657,318,32.0,60.0,106.0,46.0,28.0,15.0,587.0,40.0,40.0,60.0,100.0,8,0,pink
658,318,55.0,90.0,159.0,69.0,35.0,22.0,572.0,60.0,60.0,90.0,150.0,8,0,pink
659,318,55.0,63.0,125.0,49.0,29.0,16.0,623.0,40.0,40.0,60.0,100.0,8,0,pink
660,318,52.0,63.0,119.0,49.0,28.0,16.0,617.0,40.0,40.0,60.0,100.0,8,0,pink
661,318,50.0,62.0,117.0,48.0,28.0,15.0,611.0,40.0,40.0,60.0,100.0,8,0,pink
662,318,129.0,133.0,251.0,103.0,46.0,33.0,564.0,110.0,80.0,130.0,210.0,8,0,pink
663,318,39.0,104.0,189.0,85.0,65.0,32.0,476.0,40.0,80.0,100.0,180.0,9,0,pink
664,318,32.0,93.0,169.0,76.0,61.0,28.0,580.0,40.0,70.0,90.0,160.0,9,0,pink
665,318,31.0,93.0,169.0,76.0,62.0,28.0,613.0,40.0,70.0,90.0,160.0,9,0,pink
666,318,62.0,105.0,213.0,85.0,68.0,32.0,494.0,40.0,80.0,100.0,180.0,9,0,pink
667,318,44.0,93.0,167.0,76.0,57.0,28.0,580.0,40.0,70.0,90.0,160.0,9,0,pink
668,318,39.0,85.0,163.0,68.0,59.0,25.0,619.0,30.0,60.0,80.0,140.0,9,0,pink
669,318,2.0,90.0,155.0,65.0,88.0,58.0,342.0,10.0,50.0,80.0,130.0,4,0,pink
670,318,1.0,87.0,150.0,63.0,86.0,57.0,187.0,0.0,50.0,70.0,120.0,4,0,pink
671,318,-3.0,75.0,128.0,53.0,78.0,48.0,-267.0,10.0,40.0,70.0,110.0,4,0,pink
672,318,2.0,87.0,149.0,62.0,85.0,56.0,-613.0,0.0,50.0,70.0,120.0,4,0,pink
673,318,1.0,84.0,144.0,60.0,83.0,54.0,-762.0,10.0,30.0,60.0,90.0,4,0,pink
674,318,3.0,90.0,165.0,65.0,88.0,58.0,342.0,10.0,50.0,80.0,130.0,4,0,pink
675,318,3.0,87.0,159.0,62.0,85.0,56.0,-613.0,0.0,50.0,70.0,120.0,4,0,pink
676,318,1.0,86.0,157.0,61.0,85.0,55.0,-906.0,10.0,40.0,70.0,110.0,4,0,pink
677,319,11.0,27.0,45.0,18.0,16.0,5.0,821.0,20.0,10.0,30.0,40.0,1,0,pink
678,319,17.0,36.0,61.0,25.0,19.0,7.0,854.0,30.0,20.0,40.0,60.0,1,0,pink
679,319,13.0,29.0,48.0,19.0,16.0,5.0,848.0,20.0,20.0,30.0,50.0,1,0,pink
680,319,15.0,27.0,48.0,18.0,17.0,5.0,818.0,20.0,10.0,30.0,40.0,1,0,pink
681,319,17.0,29.0,49.0,20.0,16.0,5.0,829.0,20.0,20.0,30.0,50.0,1,0,pink
682,319,25.0,35.0,57.0,23.0,16.0,6.0,843.0,30.0,20.0,40.0,60.0,1,0,pink
683,319,26.0,38.0,62.0,25.0,18.0,7.0,851.0,30.0,20.0,40.0,60.0,1,0,pink
684,319,19.0,29.0,51.0,19.0,16.0,5.0,848.0,20.0,20.0,30.0,50.0,1,0,pink
685,319,6.0,35.0,63.0,28.0,29.0,8.0,961.0,20.0,20.0,40.0,60.0,2,0,pink
686,319,7.0,39.0,72.0,33.0,32.0,10.0,1003.0,20.0,30.0,40.0,70.0,2,0,pink
687,319,4.0,33.0,65.0,28.0,30.0,8.0,964.0,20.0,20.0,40.0,60.0,2,0,pink
688,319,12.0,41.0,74.0,34.0,30.0,10.0,1010.0,20.0,30.0,40.0,70.0,2,0,pink
689,319,21.0,49.0,89.0,41.0,32.0,12.0,1007.0,20.0,40.0,50.0,90.0,2,0,pink
690,319,9.0,28.0,49.0,21.0,19.0,6.0,614.0,20.0,20.0,30.0,50.0,3,0,pink
691,319,-1.0,14.0,24.0,10.0,15.0,3.0,594.0,10.0,0.0,20.0,20.0,3,0,pink
692,319,18.0,31.0,58.0,23.0,19.0,7.0,617.0,20.0,20.0,30.0,50.0,3,0,pink
693,319,4.0,20.0,37.0,15.0,17.0,4.0,600.0,10.0,10.0,20.0,30.0,3,0,pink
694,319,-4.0,13.0,25.0,10.0,16.0,3.0,596.0,10.0,0.0,20.0,20.0,3,0,pink
695,319,11.0,28.0,47.0,19.0,17.0,5.0,774.0,20.0,20.0,30.0,50.0,5,0,pink
696,319,12.0,29.0,49.0,20.0,17.0,5.0,784.0,20.0,20.0,30.0,50.0,5,0,pink
697,319,18.0,35.0,58.0,23.0,17.0,6.0,800.0,50.0,20.0,50.0,70.0,5,0,pink
698,319,27.0,35.0,62.0,23.0,17.0,6.0,803.0,30.0,20.0,40.0,60.0,5,0,pink
699,319,31.0,43.0,43.0,0.0,12.0,0.0,602.0,40.0,0.0,50.0,50.0,6,0,pink
700,319,32.0,43.0,43.0,0.0,11.0,0.0,473.0,40.0,0.0,50.0,50.0,6,0,pink
701,319,47.0,43.0,46.0,0.0,11.0,0.0,774.0,40.0,0.0,50.0,50.0,6,0,pink
702,319,258.0,387.0,678.0,291.0,129.0,96.0,1742.0,240.0,250.0,340.0,590.0,8,1,purple
703,319,319.0,349.0,607.0,263.0,110.0,86.0,1433.0,220.0,220.0,310.0,530.0,8,1,purple
704,319,326.0,336.0,628.0,253.0,116.0,83.0,1686.0,210.0,210.0,300.0,510.0,8,1,purple
705,319,332.0,341.0,637.0,257.0,117.0,84.0,1662.0,210.0,200.0,280.0,480.0,8,1,purple
706,319,102.0,158.0,267.0,109.0,56.0,34.0,585.0,110.0,90.0,140.0,230.0,9,0,pink
707,319,115.0,178.0,301.0,123.0,63.0,39.0,611.0,120.0,100.0,160.0,260.0,9,0,pink
708,319,136.0,204.0,345.0,141.0,68.0,45.0,764.0,140.0,120.0,180.0,300.0,9,0,pink
709,319,150.0,222.0,376.0,154.0,72.0,49.0,833.0,150.0,130.0,200.0,330.0,9,0,pink
710,319,123.0,185.0,312.0,127.0,62.0,40.0,830.0,120.0,120.0,170.0,290.0,9,0,pink
711,319,171.0,178.0,321.0,123.0,63.0,39.0,611.0,120.0,100.0,160.0,260.0,9,0,pink
712,319,148.0,239.0,478.0,239.0,91.0,66.0,1464.0,140.0,200.0,220.0,420.0,11,1,purple
713,319,220.0,228.0,510.0,228.0,91.0,63.0,1459.0,140.0,190.0,210.0,400.0,11,1,purple
714,319,228.0,261.0,516.0,260.0,89.0,72.0,1559.0,150.0,220.0,230.0,450.0,11,1,purple
715,319,230.0,266.0,527.0,266.0,92.0,74.0,1797.0,150.0,220.0,240.0,460.0,11,1,purple
716,319,175.0,301.0,546.0,245.0,126.0,93.0,1419.0,160.0,210.0,270.0,480.0,12,1,purple
717,319,197.0,332.0,602.0,270.0,135.0,102.0,1834.0,170.0,230.0,290.0,520.0,12,1,purple
718,319,173.0,300.0,545.0,245.0,127.0,93.0,1784.0,130.0,200.0,250.0,450.0,12,1,purple
719,321,74.0,125.0,214.0,89.0,51.0,27.0,481.0,80.0,80.0,120.0,200.0,3,0,pink
720,321,100.0,159.0,273.0,114.0,59.0,35.0,555.0,100.0,100.0,150.0,250.0,3,0,pink
721,321,102.0,161.0,277.0,116.0,59.0,35.0,678.0,100.0,110.0,150.0,260.0,3,0,pink
722,321,120.0,134.0,245.0,96.0,53.0,29.0,666.0,80.0,90.0,120.0,210.0,3,0,pink
723,321,72.0,77.0,129.0,53.0,23.0,14.0,803.0,70.0,50.0,90.0,140.0,13,0,pink
724,321,45.0,51.0,91.0,34.0,21.0,9.0,863.0,40.0,30.0,50.0,80.0,13,0,pink
725,321,25.0,132.0,242.0,95.0,115.0,86.0,532.0,30.0,90.0,130.0,220.0,5,0,pink
726,321,63.0,121.0,212.0,91.0,58.0,30.0,533.0,80.0,80.0,120.0,200.0,6,0,pink
727,321,89.0,116.0,215.0,86.0,56.0,28.0,547.0,90.0,70.0,110.0,180.0,6,0,pink
728,321,46.0,58.0,110.0,45.0,27.0,14.0,605.0,30.0,30.0,50.0,80.0,8,0,pink
729,321,61.0,81.0,168.0,69.0,44.0,21.0,965.0,40.0,50.0,60.0,110.0,10,0,pink
730,321,39.0,45.0,80.0,30.0,19.0,8.0,882.0,30.0,30.0,40.0,70.0,11,0,pink
731,323,27.0,173.0,298.0,125.0,146.0,113.0,700.0,30.0,120.0,160.0,280.0,5,0,pink
732,323,40.0,173.0,318.0,125.0,146.0,113.0,700.0,30.0,120.0,160.0,280.0,5,0,pink
733,323,313.0,324.0,604.0,243.0,113.0,80.0,1260.0,210.0,230.0,310.0,540.0,6,1,purple
734,323,245.0,253.0,498.0,214.0,88.0,66.0,923.0,170.0,180.0,230.0,410.0,9,1,purple
735,323,40.0,52.0,98.0,40.0,25.0,13.0,536.0,30.0,30.0,50.0,80.0,10,0,pink
736,323,43.0,56.0,106.0,43.0,27.0,14.0,531.0,30.0,40.0,50.0,90.0,10,0,pink
737,323,199.0,179.0,322.0,123.0,45.0,34.0,959.0,110.0,90.0,130.0,220.0,11,0,pink
738,323,218.0,228.0,510.0,228.0,92.0,63.0,1459.0,150.0,210.0,220.0,430.0,4,1,purple
739,325,68.0,107.0,190.0,83.0,39.0,27.0,623.0,100.0,100.0,130.0,230.0,3,0,pink
740,325,71.0,112.0,199.0,87.0,41.0,28.0,564.0,110.0,100.0,140.0,240.0,3,0,pink
741,325,42.0,74.0,132.0,58.0,32.0,19.0,548.0,70.0,70.0,90.0,160.0,3,0,pink
742,325,95.0,130.0,219.0,89.0,35.0,24.0,777.0,90.0,70.0,110.0,180.0,5,0,pink
743,325,96.0,132.0,223.0,91.0,36.0,25.0,777.0,100.0,70.0,120.0,190.0,5,0,pink
744,325,126.0,118.0,212.0,81.0,33.0,22.0,588.0,90.0,60.0,110.0,170.0,6,0,pink
745,325,39.0,71.0,131.0,52.0,45.0,17.0,405.0,70.0,30.0,80.0,110.0,8,0,pink
746,325,42.0,73.0,135.0,54.0,45.0,17.0,424.0,30.0,50.0,60.0,110.0,8,0,pink
747,325,27.0,64.0,107.0,43.0,37.0,13.0,363.0,30.0,40.0,60.0,100.0,9,0,pink
748,325,56.0,76.0,136.0,52.0,38.0,16.0,357.0,50.0,40.0,80.0,120.0,9,0,pink
749,325,54.0,108.0,180.0,72.0,54.0,23.0,189.0,50.0,60.0,90.0,150.0,4,0,pink
750,330,27.0,71.0,123.0,52.0,44.0,17.0,361.0,40.0,50.0,70.0,120.0,1,0,pink
751,330,33.0,79.0,138.0,59.0,46.0,19.0,411.0,50.0,50.0,80.0,130.0,1,0,pink
752,330,53.0,80.0,157.0,60.0,48.0,19.0,336.0,50.0,60.0,80.0,140.0,1,0,pink
753,330,49.0,80.0,149.0,60.0,47.0,19.0,329.0,50.0,60.0,80.0,140.0,1,0,pink
754,330,56.0,76.0,136.0,52.0,38.0,16.0,357.0,50.0,50.0,80.0,130.0,2,0,pink
755,330,52.0,72.0,129.0,49.0,37.0,15.0,351.0,40.0,50.0,70.0,120.0,2,0,pink
756,330,40.0,64.0,114.0,43.0,37.0,13.0,363.0,40.0,40.0,70.0,110.0,2,0,pink
757,330,26.0,51.0,84.0,34.0,30.0,10.0,428.0,30.0,30.0,50.0,80.0,2,0,pink
758,330,36.0,60.0,108.0,41.0,36.0,13.0,435.0,20.0,40.0,50.0,90.0,2,0,pink
759,330,-9.0,56.0,95.0,39.0,65.0,36.0,517.0,0.0,40.0,50.0,90.0,3,0,pink
760,330,22.0,71.0,137.0,58.0,56.0,22.0,325.0,40.0,60.0,90.0,150.0,6,0,pink
761,330,17.0,34.0,56.0,22.0,17.0,6.0,452.0,30.0,10.0,30.0,40.0,8,0,pink
762,330,16.0,33.0,55.0,22.0,17.0,6.0,865.0,30.0,10.0,30.0,40.0,9,0,pink
763,330,29.0,49.0,82.0,33.0,20.0,9.0,870.0,30.0,30.0,40.0,70.0,9,0,pink
764,330,39.0,45.0,80.0,30.0,19.0,8.0,820.0,40.0,20.0,40.0,60.0,9,0,pink
765,330,62.0,119.0,197.0,78.0,57.0,25.0,798.0,60.0,60.0,100.0,160.0,11,0,pink
766,330,137.0,167.0,276.0,111.0,63.0,36.0,767.0,90.0,90.0,150.0,240.0,11,0,pink
767,330,103.0,161.0,277.0,116.0,58.0,35.0,678.0,100.0,90.0,150.0,240.0,12,0,pink
768,337,34.0,56.0,94.0,38.0,22.0,10.0,772.0,60.0,40.0,70.0,110.0,2,0,pink
769,337,40.0,64.0,107.0,43.0,24.0,12.0,822.0,60.0,50.0,80.0,130.0,2,0,pink
770,337,47.0,51.0,95.0,34.0,22.0,9.0,777.0,50.0,40.0,60.0,100.0,2,0,pink
771,337,43.0,49.0,87.0,33.0,20.0,9.0,768.0,50.0,40.0,60.0,100.0,2,0,pink
772,337,50.0,59.0,98.0,40.0,21.0,11.0,843.0,50.0,50.0,70.0,120.0,2,0,pink
773,337,70.0,71.0,127.0,48.0,24.0,13.0,829.0,80.0,70.0,90.0,160.0,2,0,pink
774,337,72.0,77.0,129.0,53.0,23.0,14.0,803.0,80.0,60.0,100.0,160.0,3,0,pink
775,337,46.0,51.0,91.0,34.0,20.0,9.0,863.0,50.0,40.0,60.0,100.0,3,0,pink
776,337,70.0,113.0,180.0,67.0,43.0,20.0,400.0,80.0,50.0,100.0,150.0,5,0,pink
777,337,41.0,79.0,126.0,47.0,38.0,14.0,366.0,40.0,40.0,60.0,100.0,5,0,pink
778,337,57.0,78.0,124.0,47.0,34.0,14.0,371.0,40.0,40.0,60.0,100.0,5,0,pink
779,337,79.0,94.0,161.0,57.0,41.0,17.0,349.0,60.0,40.0,80.0,120.0,5,0,pink
780,337,48.0,89.0,150.0,61.0,41.0,19.0,390.0,50.0,50.0,70.0,120.0,6,0,pink
781,337,75.0,89.0,168.0,61.0,43.0,19.0,390.0,50.0,50.0,70.0,120.0,6,0,pink
782,337,46.0,67.0,120.0,46.0,36.0,14.0,454.0,40.0,30.0,60.0,90.0,6,0,pink
783,337,50.0,71.0,128.0,49.0,37.0,15.0,454.0,30.0,30.0,60.0,90.0,6,0,pink
784,337,35.0,63.0,112.0,49.0,28.0,16.0,623.0,40.0,40.0,60.0,100.0,8,0,pink
785,337,35.0,63.0,112.0,49.0,28.0,16.0,617.0,40.0,40.0,60.0,100.0,8,0,pink
786,337,34.0,62.0,110.0,48.0,28.0,15.0,611.0,40.0,40.0,60.0,100.0,8,0,pink
787,337,85.0,130.0,231.0,101.0,45.0,33.0,552.0,80.0,90.0,120.0,210.0,8,0,pink
788,337,50.0,63.0,110.0,48.0,25.0,15.0,593.0,40.0,40.0,60.0,100.0,8,0,pink
789,337,44.0,60.0,105.0,46.0,26.0,15.0,587.0,40.0,40.0,60.0,100.0,8,0,pink
790,337,82.0,90.0,169.0,69.0,35.0,22.0,572.0,60.0,60.0,90.0,150.0,8,0,pink
791,337,35.0,98.0,178.0,80.0,63.0,30.0,494.0,50.0,70.0,100.0,170.0,9,0,pink
792,337,33.0,96.0,173.0,77.0,63.0,29.0,529.0,40.0,70.0,90.0,160.0,9,0,pink
793,337,38.0,102.0,184.0,82.0,64.0,31.0,601.0,40.0,70.0,100.0,170.0,9,0,pink
794,337,52.0,98.0,190.0,80.0,63.0,30.0,494.0,50.0,70.0,100.0,170.0,9,0,pink
795,337,46.0,96.0,171.0,77.0,59.0,29.0,529.0,40.0,70.0,90.0,160.0,9,0,pink
796,337,56.0,102.0,196.0,82.0,64.0,31.0,601.0,40.0,70.0,100.0,170.0,9,0,pink
797,337,-10.0,61.0,104.0,44.0,63.0,39.0,-508.0,10.0,30.0,60.0,90.0,4,0,pink
798,339,589.0,451.0,553.0,68.0,54.0,22.0,-348.0,400.0,60.0,430.0,490.0,2,0,pink
799,339,9.0,26.0,44.0,18.0,17.0,5.0,486.0,20.0,10.0,30.0,40.0,13,0,pink
800,339,6.0,68.0,105.0,37.0,62.0,33.0,540.0,20.0,30.0,70.0,100.0,5,0,pink
801,339,-20.0,52.0,99.0,47.0,72.0,42.0,571.0,-10.0,40.0,50.0,90.0,5,0,pink
802,339,-18.0,65.0,125.0,52.0,77.0,47.0,458.0,10.0,40.0,70.0,110.0,5,0,pink
803,339,8.0,68.0,104.0,37.0,58.0,33.0,540.0,20.0,30.0,70.0,100.0,5,0,pink
804,339,-12.0,68.0,128.0,52.0,76.0,47.0,554.0,0.0,50.0,60.0,110.0,5,0,pink
805,339,17.0,72.0,130.0,58.0,55.0,22.0,338.0,30.0,40.0,60.0,100.0,9,0,pink
806,339,9.0,60.0,109.0,49.0,51.0,18.0,414.0,20.0,30.0,50.0,80.0,9,0,pink
807,339,19.0,66.0,128.0,54.0,53.0,20.0,404.0,20.0,30.0,30.0,60.0,9,0,pink
808,339,23.0,43.0,72.0,29.0,20.0,8.0,862.0,30.0,30.0,40.0,70.0,11,0,pink
809,339,31.0,52.0,88.0,36.0,21.0,10.0,862.0,40.0,30.0,60.0,90.0,11,0,pink
810,339,84.0,149.0,298.0,149.0,65.0,41.0,1156.0,100.0,140.0,150.0,290.0,7,1,purple
811,339,83.0,149.0,298.0,149.0,66.0,41.0,1245.0,100.0,140.0,150.0,290.0,7,1,purple
812,339,112.0,146.0,288.0,145.0,60.0,40.0,1304.0,100.0,130.0,150.0,280.0,7,1,purple
813,347,236.0,374.0,623.0,249.0,138.0,87.0,2580.0,230.0,220.0,340.0,560.0,2,1,purple
814,347,54.0,80.0,134.0,54.0,26.0,15.0,456.0,70.0,50.0,90.0,140.0,13,0,pink
815,347,117.0,112.0,201.0,77.0,33.0,21.0,449.0,90.0,80.0,120.0,200.0,13,0,pink
816,347,137.0,136.0,228.0,94.0,34.0,26.0,562.0,120.0,90.0,150.0,240.0,13,0,pink
817,347,-266.0,-85.0,77.0,162.0,181.0,147.0,2321.0,-240.0,150.0,-80.0,70.0,5,1,purple
818,347,-202.0,-60.0,61.0,121.0,142.0,109.0,3385.0,-190.0,110.0,-60.0,50.0,5,2,dark purple
819,347,-367.0,-85.0,76.0,162.0,168.0,147.0,2321.0,-240.0,150.0,-80.0,70.0,5,1,purple
820,347,-177.0,-32.0,194.0,214.0,87.0,66.0,1480.0,-80.0,160.0,-20.0,140.0,10,1,purple
821,347,101.0,139.0,234.0,95.0,38.0,26.0,821.0,120.0,100.0,150.0,250.0,11,0,pink
822,347,106.0,145.0,245.0,100.0,39.0,28.0,981.0,130.0,100.0,160.0,260.0,11,0,pink
823,347,148.0,137.0,247.0,95.0,37.0,26.0,809.0,120.0,100.0,150.0,250.0,11,0,pink
824,347,151.0,139.0,249.0,95.0,37.0,26.0,799.0,120.0,100.0,150.0,250.0,11,0,pink
825,347,141.0,132.0,238.0,91.0,37.0,25.0,777.0,120.0,90.0,150.0,240.0,12,0,pink
826,347,167.0,163.0,274.0,113.0,39.0,31.0,897.0,140.0,110.0,180.0,290.0,12,0,pink
827,347,288.0,284.0,557.0,239.0,90.0,66.0,1260.0,210.0,220.0,290.0,510.0,7,1,purple
828,351,390.0,443.0,510.0,67.0,53.0,22.0,-3534.0,360.0,60.0,390.0,450.0,2,0,pink
829,351,599.0,487.0,546.0,64.0,49.0,21.0,-663.0,430.0,60.0,460.0,520.0,2,0,pink
830,351,579.0,443.0,543.0,67.0,53.0,22.0,-3534.0,360.0,60.0,390.0,450.0,2,0,pink
831,351,29.0,48.0,80.0,32.0,19.0,8.0,482.0,40.0,30.0,50.0,80.0,13,0,pink
832,351,14.0,26.0,44.0,18.0,15.0,5.0,478.0,20.0,10.0,30.0,40.0,13,0,pink
833,351,-3.0,67.0,111.0,44.0,70.0,40.0,543.0,10.0,40.0,60.0,100.0,5,0,pink
834,351,39.0,45.0,80.0,30.0,19.0,8.0,820.0,40.0,30.0,50.0,80.0,11,0,pink
835,351,46.0,52.0,94.0,36.0,21.0,10.0,862.0,40.0,30.0,60.0,90.0,11,0,pink
836,351,94.0,163.0,325.0,162.0,69.0,45.0,1091.0,100.0,150.0,160.0,310.0,7,1,purple
837,351,87.0,153.0,306.0,153.0,66.0,42.0,1319.0,80.0,150.0,140.0,290.0,7,1,purple
838,352,128.0,150.0,265.0,99.0,64.0,32.0,798.0,100.0,90.0,140.0,230.0,2,0,pink
839,352,105.0,120.0,220.0,86.0,49.0,26.0,490.0,70.0,80.0,110.0,190.0,3,0,pink
840,352,76.0,103.0,192.0,77.0,52.0,25.0,423.0,60.0,70.0,100.0,170.0,6,0,pink
841,352,52.0,63.0,119.0,49.0,28.0,16.0,611.0,30.0,30.0,50.0,80.0,8,0,pink
842,352,50.0,65.0,114.0,50.0,27.0,16.0,587.0,30.0,30.0,50.0,80.0,8,0,pink
843,352,26.0,74.0,132.0,59.0,51.0,22.0,403.0,30.0,40.0,60.0,100.0,9,0,pink
844,352,62.0,84.0,164.0,70.0,42.0,21.0,957.0,50.0,50.0,70.0,120.0,10,0,pink
845,352,32.0,53.0,89.0,36.0,21.0,10.0,838.0,40.0,30.0,60.0,90.0,11,0,pink
846,352,23.0,42.0,70.0,28.0,19.0,7.0,875.0,40.0,20.0,50.0,70.0,11,0,pink
847,352,34.0,42.0,75.0,28.0,19.0,7.0,875.0,40.0,20.0,50.0,70.0,11,0,pink
848,360,56.0,99.0,167.0,68.0,43.0,21.0,445.0,80.0,80.0,120.0,200.0,2,0,pink
849,360,65.0,84.0,151.0,58.0,40.0,18.0,331.0,70.0,70.0,100.0,170.0,2,0,pink
850,360,83.0,99.0,178.0,68.0,43.0,21.0,438.0,110.0,90.0,140.0,230.0,2,0,pink
851,360,86.0,104.0,188.0,72.0,46.0,23.0,461.0,80.0,80.0,120.0,200.0,2,0,pink
852,360,31.0,173.0,297.0,124.0,142.0,112.0,717.0,100.0,150.0,220.0,370.0,3,0,pink
853,360,16.0,130.0,223.0,93.0,114.0,84.0,692.0,60.0,110.0,160.0,270.0,3,0,pink
854,360,25.0,132.0,242.0,95.0,115.0,86.0,554.0,70.0,110.0,170.0,280.0,3,0,pink
855,360,47.0,184.0,314.0,133.0,140.0,120.0,705.0,100.0,160.0,230.0,390.0,3,0,pink
856,360,8.0,105.0,180.0,75.0,97.0,68.0,522.0,20.0,40.0,80.0,120.0,13,0,pink
857,360,-3.0,75.0,128.0,53.0,78.0,48.0,597.0,0.0,30.0,50.0,80.0,13,0,pink
858,360,-3.0,76.0,131.0,55.0,79.0,49.0,627.0,-10.0,40.0,50.0,90.0,13,0,pink
859,360,0.0,87.0,160.0,63.0,87.0,57.0,506.0,10.0,40.0,60.0,100.0,13,0,pink
860,360,-7.0,66.0,112.0,47.0,66.0,42.0,622.0,0.0,30.0,40.0,70.0,13,0,pink
861,360,18.0,66.0,128.0,54.0,54.0,20.0,301.0,20.0,50.0,60.0,110.0,5,0,pink
862,360,22.0,72.0,129.0,58.0,52.0,22.0,338.0,20.0,50.0,70.0,120.0,5,0,pink
863,360,25.0,74.0,132.0,59.0,52.0,22.0,377.0,20.0,50.0,70.0,120.0,5,0,pink
864,360,25.0,74.0,132.0,59.0,52.0,22.0,403.0,20.0,50.0,70.0,120.0,5,0,pink
865,360,28.0,77.0,139.0,63.0,53.0,23.0,397.0,20.0,60.0,70.0,130.0,5,0,pink
866,360,34.0,82.0,159.0,67.0,59.0,25.0,391.0,30.0,60.0,80.0,140.0,5,0,pink
867,360,77.0,103.0,187.0,86.0,44.0,26.0,1081.0,70.0,80.0,100.0,180.0,6,0,pink
868,360,71.0,94.0,185.0,80.0,46.0,24.0,1055.0,80.0,60.0,90.0,150.0,6,0,pink
869,360,76.0,96.0,188.0,80.0,45.0,24.0,1079.0,60.0,70.0,100.0,170.0,6,0,pink
870,360,75.0,135.0,225.0,90.0,60.0,29.0,1139.0,80.0,70.0,120.0,190.0,8,0,pink
871,360,171.0,186.0,329.0,123.0,71.0,40.0,932.0,120.0,100.0,170.0,270.0,8,0,pink
872,360,171.0,188.0,334.0,125.0,73.0,41.0,1119.0,130.0,90.0,160.0,250.0,8,1,purple
873,360,30.0,51.0,85.0,34.0,21.0,9.0,777.0,50.0,20.0,50.0,70.0,9,0,pink
874,360,29.0,49.0,82.0,33.0,20.0,9.0,768.0,50.0,20.0,50.0,70.0,9,0,pink
875,360,47.0,71.0,119.0,48.0,24.0,13.0,834.0,50.0,40.0,60.0,100.0,9,0,pink
876,360,47.0,51.0,95.0,34.0,22.0,9.0,777.0,50.0,20.0,50.0,70.0,9,0,pink
877,360,45.0,51.0,92.0,35.0,21.0,9.0,776.0,40.0,30.0,40.0,70.0,9,0,pink
878,360,62.0,70.0,117.0,48.0,23.0,13.0,839.0,50.0,40.0,60.0,100.0,9,0,pink
879,360,70.0,113.0,180.0,67.0,43.0,20.0,400.0,50.0,40.0,80.0,120.0,11,0,pink
880,360,66.0,109.0,174.0,65.0,43.0,20.0,372.0,40.0,40.0,70.0,110.0,11,0,pink
881,360,41.0,78.0,125.0,47.0,37.0,14.0,371.0,30.0,30.0,50.0,80.0,11,0,pink
882,360,40.0,65.0,103.0,39.0,33.0,12.0,380.0,30.0,20.0,50.0,70.0,11,0,pink
883,360,27.0,65.0,110.0,45.0,38.0,14.0,410.0,30.0,20.0,50.0,70.0,12,0,pink
884,360,31.0,67.0,113.0,46.0,36.0,14.0,454.0,30.0,30.0,40.0,70.0,12,0,pink
885,360,31.0,67.0,113.0,46.0,36.0,14.0,449.0,30.0,20.0,30.0,50.0,12,0,pink
886,360,35.0,62.0,110.0,48.0,27.0,15.0,617.0,40.0,40.0,60.0,100.0,4,0,pink
887,360,31.0,43.0,81.0,33.0,22.0,10.0,577.0,30.0,30.0,40.0,70.0,4,0,pink
888,361,239.0,247.0,486.0,209.0,86.0,64.0,969.0,230.0,260.0,310.0,570.0,2,1,purple
889,361,106.0,107.0,213.0,83.0,41.0,27.0,623.0,100.0,100.0,130.0,230.0,3,0,pink
890,361,125.0,117.0,211.0,81.0,33.0,22.0,441.0,90.0,60.0,110.0,170.0,6,0,pink
