,Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Date,Product Type,Product,Type
768,337,Louisiana,South,Small Market,34.0,56.0,94.0,38.0,22.0,10.0,772.0,60.0,40.0,70.0,110.0,2010-01-02,Coffee,Columbian,Regular
769,337,Louisiana,South,Small Market,40.0,64.0,107.0,43.0,24.0,12.0,822.0,60.0,50.0,80.0,130.0,2010-01-06,Coffee,Columbian,Regular
770,337,Louisiana,South,Small Market,47.0,51.0,95.0,34.0,22.0,9.0,777.0,50.0,40.0,60.0,100.0,2011-01-01,Coffee,Columbian,Regular
771,337,Louisiana,South,Small Market,43.0,49.0,87.0,33.0,20.0,9.0,768.0,50.0,40.0,60.0,100.0,2011-01-03,Coffee,Columbian,Regular
772,337,Louisiana,South,Small Market,50.0,59.0,98.0,40.0,21.0,11.0,843.0,50.0,50.0,70.0,120.0,2011-01-07,Coffee,Columbian,Regular
773,337,Louisiana,South,Small Market,70.0,71.0,127.0,48.0,24.0,13.0,829.0,80.0,70.0,90.0,160.0,2011-01-10,Coffee,Columbian,Regular
774,337,Louisiana,South,Small Market,72.0,77.0,129.0,53.0,23.0,14.0,803.0,80.0,60.0,100.0,160.0,2011-01-05,Coffee,Decaf Irish Cream,Decaf
775,337,Louisiana,South,Small Market,46.0,51.0,91.0,34.0,20.0,9.0,863.0,50.0,40.0,60.0,100.0,2011-01-12,Coffee,Decaf Irish Cream,Decaf
776,337,Louisiana,South,Small Market,70.0,113.0,180.0,67.0,43.0,20.0,400.0,80.0,50.0,100.0,150.0,2010-01-01,Espresso,Caffe Mocha,Regular
777,337,Louisiana,South,Small Market,41.0,79.0,126.0,47.0,38.0,14.0,366.0,40.0,40.0,60.0,100.0,2010-01-08,Espresso,Caffe Mocha,Regular
778,337,Louisiana,South,Small Market,57.0,78.0,124.0,47.0,34.0,14.0,371.0,40.0,40.0,60.0,100.0,2011-01-06,Espresso,Caffe Mocha,Regular
779,337,Louisiana,South,Small Market,79.0,94.0,161.0,57.0,41.0,17.0,349.0,60.0,40.0,80.0,120.0,2011-01-09,Espresso,Caffe Mocha,Regular
780,337,Louisiana,South,Small Market,48.0,89.0,150.0,61.0,41.0,19.0,390.0,50.0,50.0,70.0,120.0,2010-01-01,Espresso,Decaf Espresso,Decaf
781,337,Louisiana,South,Small Market,75.0,89.0,168.0,61.0,43.0,19.0,390.0,50.0,50.0,70.0,120.0,2011-01-01,Espresso,Decaf Espresso,Decaf
782,337,Louisiana,South,Small Market,46.0,67.0,120.0,46.0,36.0,14.0,454.0,40.0,30.0,60.0,90.0,2011-01-09,Espresso,Decaf Espresso,Decaf
783,337,Louisiana,South,Small Market,50.0,71.0,128.0,49.0,37.0,15.0,454.0,30.0,30.0,60.0,90.0,2011-01-11,Espresso,Decaf Espresso,Decaf
784,337,Louisiana,South,Small Market,35.0,63.0,112.0,49.0,28.0,16.0,623.0,40.0,40.0,60.0,100.0,2010-01-01,Herbal Tea,Chamomile,Decaf
785,337,Louisiana,South,Small Market,35.0,63.0,112.0,49.0,28.0,16.0,617.0,40.0,40.0,60.0,100.0,2010-01-02,Herbal Tea,Chamomile,Decaf
786,337,Louisiana,South,Small Market,34.0,62.0,110.0,48.0,28.0,15.0,611.0,40.0,40.0,60.0,100.0,2010-01-03,Herbal Tea,Chamomile,Decaf
787,337,Louisiana,South,Small Market,85.0,130.0,231.0,101.0,45.0,33.0,552.0,80.0,90.0,120.0,210.0,2010-01-11,Herbal Tea,Chamomile,Decaf
788,337,Louisiana,South,Small Market,50.0,63.0,110.0,48.0,25.0,15.0,593.0,40.0,40.0,60.0,100.0,2011-01-06,Herbal Tea,Chamomile,Decaf
789,337,Louisiana,South,Small Market,44.0,60.0,105.0,46.0,26.0,15.0,587.0,40.0,40.0,60.0,100.0,2011-01-07,Herbal Tea,Chamomile,Decaf
790,337,Louisiana,South,Small Market,82.0,90.0,169.0,69.0,35.0,22.0,572.0,60.0,60.0,90.0,150.0,2011-01-09,Herbal Tea,Chamomile,Decaf
791,337,Louisiana,South,Small Market,35.0,98.0,178.0,80.0,63.0,30.0,494.0,50.0,70.0,100.0,170.0,2010-01-04,Herbal Tea,Lemon,Decaf
792,337,Louisiana,South,Small Market,33.0,96.0,173.0,77.0,63.0,29.0,529.0,40.0,70.0,90.0,160.0,2010-01-05,Herbal Tea,Lemon,Decaf
793,337,Louisiana,South,Small Market,38.0,102.0,184.0,82.0,64.0,31.0,601.0,40.0,70.0,100.0,170.0,2010-01-11,Herbal Tea,Lemon,Decaf
794,337,Louisiana,South,Small Market,52.0,98.0,190.0,80.0,63.0,30.0,494.0,50.0,70.0,100.0,170.0,2011-01-04,Herbal Tea,Lemon,Decaf
795,337,Louisiana,South,Small Market,46.0,96.0,171.0,77.0,59.0,29.0,529.0,40.0,70.0,90.0,160.0,2011-01-05,Herbal Tea,Lemon,Decaf
796,337,Louisiana,South,Small Market,56.0,102.0,196.0,82.0,64.0,31.0,601.0,40.0,70.0,100.0,170.0,2011-01-11,Herbal Tea,Lemon,Decaf
797,337,Louisiana,South,Small Market,-10.0,61.0,104.0,44.0,63.0,39.0,0.0,10.0,30.0,60.0,90.0,2011-01-08,Espresso,Caffe Latte,Regular
798,339,Massachusetts,East,Major Market,589.0,451.0,553.0,68.0,54.0,22.0,0.0,400.0,60.0,430.0,490.0,2011-01-04,Coffee,Columbian,Regular
799,339,Massachusetts,East,Major Market,9.0,26.0,44.0,18.0,17.0,5.0,486.0,20.0,10.0,30.0,40.0,2010-01-07,Tea,Green Tea,Regular
800,339,Massachusetts,East,Major Market,6.0,68.0,105.0,37.0,62.0,33.0,540.0,20.0,30.0,70.0,100.0,2010-01-08,Espresso,Caffe Mocha,Regular
801,339,Massachusetts,East,Major Market,-20.0,52.0,99.0,47.0,72.0,42.0,571.0,-10.0,40.0,50.0,90.0,2010-01-12,Espresso,Caffe Mocha,Regular
802,339,Massachusetts,East,Major Market,-18.0,65.0,125.0,52.0,77.0,47.0,458.0,10.0,40.0,70.0,110.0,2011-01-04,Espresso,Caffe Mocha,Regular
803,339,Massachusetts,East,Major Market,8.0,68.0,104.0,37.0,58.0,33.0,540.0,20.0,30.0,70.0,100.0,2011-01-08,Espresso,Caffe Mocha,Regular
804,339,Massachusetts,East,Major Market,-12.0,68.0,128.0,52.0,76.0,47.0,554.0,0.0,50.0,60.0,110.0,2011-01-11,Espresso,Caffe Mocha,Regular
805,339,Massachusetts,East,Major Market,17.0,72.0,130.0,58.0,55.0,22.0,338.0,30.0,40.0,60.0,100.0,2010-01-01,Herbal Tea,Lemon,Decaf
806,339,Massachusetts,East,Major Market,9.0,60.0,109.0,49.0,51.0,18.0,414.0,20.0,30.0,50.0,80.0,2010-01-08,Herbal Tea,Lemon,Decaf
807,339,Massachusetts,East,Major Market,19.0,66.0,128.0,54.0,53.0,20.0,404.0,20.0,30.0,30.0,60.0,2011-01-10,Herbal Tea,Lemon,Decaf
808,339,Massachusetts,East,Major Market,23.0,43.0,72.0,29.0,20.0,8.0,862.0,30.0,30.0,40.0,70.0,2010-01-09,Tea,Darjeeling,Regular
809,339,Massachusetts,East,Major Market,31.0,52.0,88.0,36.0,21.0,10.0,862.0,40.0,30.0,60.0,90.0,2010-01-11,Tea,Darjeeling,Regular
810,339,Massachusetts,East,Major Market,84.0,149.0,298.0,149.0,65.0,41.0,1156.0,100.0,140.0,150.0,290.0,2010-01-05,Espresso,Regular Espresso,Regular
811,339,Massachusetts,East,Major Market,83.0,149.0,298.0,149.0,66.0,41.0,1245.0,100.0,140.0,150.0,290.0,2010-01-06,Espresso,Regular Espresso,Regular
812,339,Massachusetts,East,Major Market,112.0,146.0,288.0,145.0,60.0,40.0,1304.0,100.0,130.0,150.0,280.0,2011-01-07,Espresso,Regular Espresso,Regular
813,347,New York,East,Major Market,236.0,374.0,623.0,249.0,138.0,87.0,2580.0,230.0,220.0,340.0,560.0,2010-01-11,Coffee,Columbian,Regular
814,347,New York,East,Major Market,54.0,80.0,134.0,54.0,26.0,15.0,456.0,70.0,50.0,90.0,140.0,2010-01-01,Tea,Green Tea,Regular
815,347,New York,East,Major Market,117.0,112.0,201.0,77.0,33.0,21.0,449.0,90.0,80.0,120.0,200.0,2011-01-02,Tea,Green Tea,Regular
816,347,New York,East,Major Market,137.0,136.0,228.0,94.0,34.0,26.0,562.0,120.0,90.0,150.0,240.0,2011-01-06,Tea,Green Tea,Regular
817,347,New York,East,Major Market,-266.0,-85.0,77.0,162.0,181.0,147.0,2321.0,-240.0,150.0,-80.0,70.0,2010-01-07,Espresso,Caffe Mocha,Regular
818,347,New York,East,Major Market,-202.0,-60.0,61.0,121.0,142.0,109.0,3385.0,-190.0,110.0,-60.0,50.0,2010-01-11,Espresso,Caffe Mocha,Regular
819,347,New York,East,Major Market,-367.0,-85.0,76.0,162.0,168.0,147.0,2321.0,-240.0,150.0,-80.0,70.0,2011-01-07,Espresso,Caffe Mocha,Regular
820,347,New York,East,Major Market,-177.0,-32.0,194.0,214.0,87.0,66.0,1480.0,-80.0,160.0,-20.0,140.0,2011-01-03,Herbal Tea,Mint,Decaf
821,347,New York,East,Major Market,101.0,139.0,234.0,95.0,38.0,26.0,821.0,120.0,100.0,150.0,250.0,2010-01-01,Tea,Darjeeling,Regular
822,347,New York,East,Major Market,106.0,145.0,245.0,100.0,39.0,28.0,981.0,130.0,100.0,160.0,260.0,2010-01-09,Tea,Darjeeling,Regular
823,347,New York,East,Major Market,148.0,137.0,247.0,95.0,37.0,26.0,809.0,120.0,100.0,150.0,250.0,2011-01-02,Tea,Darjeeling,Regular
824,347,New York,East,Major Market,151.0,139.0,249.0,95.0,37.0,26.0,799.0,120.0,100.0,150.0,250.0,2011-01-03,Tea,Darjeeling,Regular
825,347,New York,East,Major Market,141.0,132.0,238.0,91.0,37.0,25.0,777.0,120.0,90.0,150.0,240.0,2011-01-04,Tea,Earl Grey,Regular
826,347,New York,East,Major Market,167.0,163.0,274.0,113.0,39.0,31.0,897.0,140.0,110.0,180.0,290.0,2011-01-06,Tea,Earl Grey,Regular
827,347,New York,East,Major Market,288.0,284.0,557.0,239.0,90.0,66.0,1260.0,210.0,220.0,290.0,510.0,2011-01-03,Espresso,Regular Espresso,Regular
828,351,Massachusetts,East,Major Market,390.0,443.0,510.0,67.0,53.0,22.0,0.0,360.0,60.0,390.0,450.0,2010-01-12,Coffee,Columbian,Regular
829,351,Massachusetts,East,Major Market,599.0,487.0,546.0,64.0,49.0,21.0,0.0,430.0,60.0,460.0,520.0,2011-01-05,Coffee,Columbian,Regular
830,351,Massachusetts,East,Major Market,579.0,443.0,543.0,67.0,53.0,22.0,0.0,360.0,60.0,390.0,450.0,2011-01-12,Coffee,Columbian,Regular
831,351,Massachusetts,East,Major Market,29.0,48.0,80.0,32.0,19.0,8.0,482.0,40.0,30.0,50.0,80.0,2010-01-11,Tea,Green Tea,Regular
832,351,Massachusetts,East,Major Market,14.0,26.0,44.0,18.0,15.0,5.0,478.0,20.0,10.0,30.0,40.0,2011-01-06,Tea,Green Tea,Regular
833,351,Massachusetts,East,Major Market,-3.0,67.0,111.0,44.0,70.0,40.0,543.0,10.0,40.0,60.0,100.0,2010-01-06,Espresso,Caffe Mocha,Regular
834,351,Massachusetts,East,Major Market,39.0,45.0,80.0,30.0,19.0,8.0,820.0,40.0,30.0,50.0,80.0,2011-01-04,Tea,Darjeeling,Regular
835,351,Massachusetts,East,Major Market,46.0,52.0,94.0,36.0,21.0,10.0,862.0,40.0,30.0,60.0,90.0,2011-01-11,Tea,Darjeeling,Regular
836,351,Massachusetts,East,Major Market,94.0,163.0,325.0,162.0,69.0,45.0,1091.0,100.0,150.0,160.0,310.0,2010-01-04,Espresso,Regular Espresso,Regular
837,351,Massachusetts,East,Major Market,87.0,153.0,306.0,153.0,66.0,42.0,1319.0,80.0,150.0,140.0,290.0,2010-01-12,Espresso,Regular Espresso,Regular
838,352,Florida,East,Major Market,128.0,150.0,265.0,99.0,64.0,32.0,798.0,100.0,90.0,140.0,230.0,2011-01-09,Coffee,Columbian,Regular
839,352,Florida,East,Major Market,105.0,120.0,220.0,86.0,49.0,26.0,490.0,70.0,80.0,110.0,190.0,2011-01-02,Coffee,Decaf Irish Cream,Decaf
840,352,Florida,East,Major Market,76.0,103.0,192.0,77.0,52.0,25.0,423.0,60.0,70.0,100.0,170.0,2011-01-02,Espresso,Decaf Espresso,Decaf
841,352,Florida,East,Major Market,52.0,63.0,119.0,49.0,28.0,16.0,611.0,30.0,30.0,50.0,80.0,2011-01-03,Herbal Tea,Chamomile,Decaf
842,352,Florida,East,Major Market,50.0,65.0,114.0,50.0,27.0,16.0,587.0,30.0,30.0,50.0,80.0,2011-01-07,Herbal Tea,Chamomile,Decaf
843,352,Florida,East,Major Market,26.0,74.0,132.0,59.0,51.0,22.0,403.0,30.0,40.0,60.0,100.0,2011-01-07,Herbal Tea,Lemon,Decaf
844,352,Florida,East,Major Market,62.0,84.0,164.0,70.0,42.0,21.0,957.0,50.0,50.0,70.0,120.0,2011-01-02,Herbal Tea,Mint,Decaf
845,352,Florida,East,Major Market,32.0,53.0,89.0,36.0,21.0,10.0,838.0,40.0,30.0,60.0,90.0,2010-01-05,Tea,Darjeeling,Regular
846,352,Florida,East,Major Market,23.0,42.0,70.0,28.0,19.0,7.0,875.0,40.0,20.0,50.0,70.0,2010-01-11,Tea,Darjeeling,Regular
847,352,Florida,East,Major Market,34.0,42.0,75.0,28.0,19.0,7.0,875.0,40.0,20.0,50.0,70.0,2011-01-11,Tea,Darjeeling,Regular
848,360,Washington,West,Small Market,56.0,99.0,167.0,68.0,43.0,21.0,445.0,80.0,80.0,120.0,200.0,2010-01-09,Coffee,Columbian,Regular
849,360,Washington,West,Small Market,65.0,84.0,151.0,58.0,40.0,18.0,331.0,70.0,70.0,100.0,170.0,2011-01-02,Coffee,Columbian,Regular
850,360,Washington,West,Small Market,83.0,99.0,178.0,68.0,43.0,21.0,438.0,110.0,90.0,140.0,230.0,2011-01-10,Coffee,Columbian,Regular
851,360,Washington,West,Small Market,86.0,104.0,188.0,72.0,46.0,23.0,461.0,80.0,80.0,120.0,200.0,2011-01-12,Coffee,Columbian,Regular
852,360,Washington,West,Small Market,31.0,173.0,297.0,124.0,142.0,112.0,717.0,100.0,150.0,220.0,370.0,2010-01-07,Coffee,Decaf Irish Cream,Decaf
853,360,Washington,West,Small Market,16.0,130.0,223.0,93.0,114.0,84.0,692.0,60.0,110.0,160.0,270.0,2010-01-09,Coffee,Decaf Irish Cream,Decaf
854,360,Washington,West,Small Market,25.0,132.0,242.0,95.0,115.0,86.0,554.0,70.0,110.0,170.0,280.0,2011-01-04,Coffee,Decaf Irish Cream,Decaf
855,360,Washington,West,Small Market,47.0,184.0,314.0,133.0,140.0,120.0,705.0,100.0,160.0,230.0,390.0,2011-01-08,Coffee,Decaf Irish Cream,Decaf
856,360,Washington,West,Small Market,8.0,105.0,180.0,75.0,97.0,68.0,522.0,20.0,40.0,80.0,120.0,2010-01-01,Tea,Green Tea,Regular
857,360,Washington,West,Small Market,-3.0,75.0,128.0,53.0,78.0,48.0,597.0,0.0,30.0,50.0,80.0,2010-01-06,Tea,Green Tea,Regular
858,360,Washington,West,Small Market,-3.0,76.0,131.0,55.0,79.0,49.0,627.0,-10.0,40.0,50.0,90.0,2010-01-12,Tea,Green Tea,Regular
859,360,Washington,West,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,506.0,10.0,40.0,60.0,100.0,2011-01-03,Tea,Green Tea,Regular
860,360,Washington,West,Small Market,-7.0,66.0,112.0,47.0,66.0,42.0,622.0,0.0,30.0,40.0,70.0,2011-01-07,Tea,Green Tea,Regular
861,360,Washington,West,Small Market,18.0,66.0,128.0,54.0,54.0,20.0,301.0,20.0,50.0,60.0,110.0,2011-01-03,Espresso,Caffe Mocha,Regular
862,360,Washington,West,Small Market,22.0,72.0,129.0,58.0,52.0,22.0,338.0,20.0,50.0,70.0,120.0,2011-01-05,Espresso,Caffe Mocha,Regular
863,360,Washington,West,Small Market,25.0,74.0,132.0,59.0,52.0,22.0,377.0,20.0,50.0,70.0,120.0,2011-01-06,Espresso,Caffe Mocha,Regular
864,360,Washington,West,Small Market,25.0,74.0,132.0,59.0,52.0,22.0,403.0,20.0,50.0,70.0,120.0,2011-01-07,Espresso,Caffe Mocha,Regular
865,360,Washington,West,Small Market,28.0,77.0,139.0,63.0,53.0,23.0,397.0,20.0,60.0,70.0,130.0,2011-01-08,Espresso,Caffe Mocha,Regular
866,360,Washington,West,Small Market,34.0,82.0,159.0,67.0,59.0,25.0,391.0,30.0,60.0,80.0,140.0,2011-01-09,Espresso,Caffe Mocha,Regular
867,360,Washington,West,Small Market,77.0,103.0,187.0,86.0,44.0,26.0,1081.0,70.0,80.0,100.0,180.0,2011-01-07,Espresso,Decaf Espresso,Decaf
868,360,Washington,West,Small Market,71.0,94.0,185.0,80.0,46.0,24.0,1055.0,80.0,60.0,90.0,150.0,2011-01-10,Espresso,Decaf Espresso,Decaf
869,360,Washington,West,Small Market,76.0,96.0,188.0,80.0,45.0,24.0,1079.0,60.0,70.0,100.0,170.0,2011-01-12,Espresso,Decaf Espresso,Decaf
870,360,Washington,West,Small Market,75.0,135.0,225.0,90.0,60.0,29.0,1139.0,80.0,70.0,120.0,190.0,2010-01-08,Herbal Tea,Chamomile,Decaf
871,360,Washington,West,Small Market,171.0,186.0,329.0,123.0,71.0,40.0,932.0,120.0,100.0,170.0,270.0,2011-01-03,Herbal Tea,Chamomile,Decaf
872,360,Washington,West,Small Market,171.0,188.0,334.0,125.0,73.0,41.0,1119.0,130.0,90.0,160.0,250.0,2011-01-10,Herbal Tea,Chamomile,Decaf
873,360,Washington,West,Small Market,30.0,51.0,85.0,34.0,21.0,9.0,777.0,50.0,20.0,50.0,70.0,2010-01-01,Herbal Tea,Lemon,Decaf
874,360,Washington,West,Small Market,29.0,49.0,82.0,33.0,20.0,9.0,768.0,50.0,20.0,50.0,70.0,2010-01-03,Herbal Tea,Lemon,Decaf
875,360,Washington,West,Small Market,47.0,71.0,119.0,48.0,24.0,13.0,834.0,50.0,40.0,60.0,100.0,2010-01-09,Herbal Tea,Lemon,Decaf
876,360,Washington,West,Small Market,47.0,51.0,95.0,34.0,22.0,9.0,777.0,50.0,20.0,50.0,70.0,2011-01-01,Herbal Tea,Lemon,Decaf
877,360,Washington,West,Small Market,45.0,51.0,92.0,35.0,21.0,9.0,776.0,40.0,30.0,40.0,70.0,2011-01-04,Herbal Tea,Lemon,Decaf
878,360,Washington,West,Small Market,62.0,70.0,117.0,48.0,23.0,13.0,839.0,50.0,40.0,60.0,100.0,2011-01-08,Herbal Tea,Lemon,Decaf
879,360,Washington,West,Small Market,70.0,113.0,180.0,67.0,43.0,20.0,400.0,50.0,40.0,80.0,120.0,2010-01-01,Tea,Darjeeling,Regular
880,360,Washington,West,Small Market,66.0,109.0,174.0,65.0,43.0,20.0,372.0,40.0,40.0,70.0,110.0,2010-01-02,Tea,Darjeeling,Regular
881,360,Washington,West,Small Market,41.0,78.0,125.0,47.0,37.0,14.0,371.0,30.0,30.0,50.0,80.0,2010-01-06,Tea,Darjeeling,Regular
882,360,Washington,West,Small Market,40.0,65.0,103.0,39.0,33.0,12.0,380.0,30.0,20.0,50.0,70.0,2011-01-07,Tea,Darjeeling,Regular
883,360,Washington,West,Small Market,27.0,65.0,110.0,45.0,38.0,14.0,410.0,30.0,20.0,50.0,70.0,2010-01-05,Tea,Earl Grey,Regular
884,360,Washington,West,Small Market,31.0,67.0,113.0,46.0,36.0,14.0,454.0,30.0,30.0,40.0,70.0,2010-01-09,Tea,Earl Grey,Regular
885,360,Washington,West,Small Market,31.0,67.0,113.0,46.0,36.0,14.0,449.0,30.0,20.0,30.0,50.0,2010-01-10,Tea,Earl Grey,Regular
886,360,Washington,West,Small Market,35.0,62.0,110.0,48.0,27.0,15.0,617.0,40.0,40.0,60.0,100.0,2010-01-02,Espresso,Caffe Latte,Regular
887,360,Washington,West,Small Market,31.0,43.0,81.0,33.0,22.0,10.0,577.0,30.0,30.0,40.0,70.0,2011-01-09,Espresso,Caffe Latte,Regular
888,361,Texas,South,Major Market,239.0,247.0,486.0,209.0,86.0,64.0,969.0,230.0,260.0,310.0,570.0,2011-01-04,Coffee,Columbian,Regular
889,361,Texas,South,Major Market,106.0,107.0,213.0,83.0,41.0,27.0,623.0,100.0,100.0,130.0,230.0,2011-01-01,Coffee,Decaf Irish Cream,Decaf
890,361,Texas,South,Major Market,125.0,117.0,211.0,81.0,33.0,22.0,441.0,90.0,60.0,110.0,170.0,2011-01-03,Espresso,Decaf Espresso,Decaf
891,361,Texas,South,Major Market,70.0,101.0,179.0,67.0,54.0,22.0,0.0,30.0,50.0,70.0,120.0,2011-01-12,Espresso,Caffe Latte,Regular
892,386,Florida,East,Major Market,86.0,150.0,249.0,99.0,64.0,32.0,798.0,100.0,90.0,140.0,230.0,2010-01-09,Coffee,Columbian,Regular
893,386,Florida,East,Major Market,104.0,116.0,224.0,84.0,51.0,26.0,500.0,70.0,80.0,110.0,190.0,2011-01-01,Coffee,Decaf Irish Cream,Decaf
894,386,Florida,East,Major Market,32.0,173.0,297.0,124.0,141.0,112.0,717.0,60.0,110.0,180.0,290.0,2010-01-07,Espresso,Caffe Mocha,Regular
895,386,Florida,East,Major Market,86.0,112.0,208.0,83.0,54.0,27.0,575.0,70.0,80.0,110.0,190.0,2011-01-12,Espresso,Decaf Espresso,Decaf
896,386,Florida,East,Major Market,10.0,29.0,51.0,22.0,19.0,7.0,573.0,20.0,0.0,20.0,20.0,2010-01-10,Herbal Tea,Chamomile,Decaf
897,386,Florida,East,Major Market,38.0,62.0,105.0,43.0,24.0,12.0,864.0,50.0,40.0,70.0,110.0,2010-01-06,Tea,Darjeeling,Regular
898,386,Florida,East,Major Market,41.0,65.0,110.0,45.0,24.0,12.0,885.0,50.0,40.0,70.0,110.0,2010-01-07,Tea,Darjeeling,Regular
899,405,Oklahoma,South,Small Market,33.0,60.0,106.0,46.0,27.0,15.0,608.0,60.0,50.0,80.0,130.0,2010-01-04,Coffee,Columbian,Regular
900,405,Oklahoma,South,Small Market,53.0,87.0,155.0,68.0,34.0,22.0,587.0,80.0,80.0,110.0,190.0,2010-01-08,Coffee,Columbian,Regular
901,405,Oklahoma,South,Small Market,66.0,104.0,185.0,81.0,38.0,26.0,551.0,100.0,90.0,130.0,220.0,2010-01-12,Coffee,Columbian,Regular
902,405,Oklahoma,South,Small Market,43.0,56.0,107.0,44.0,27.0,14.0,618.0,50.0,50.0,70.0,120.0,2011-01-02,Coffee,Columbian,Regular
903,405,Oklahoma,South,Small Market,43.0,55.0,104.0,43.0,26.0,14.0,613.0,50.0,50.0,70.0,120.0,2011-01-03,Coffee,Columbian,Regular
904,405,Oklahoma,South,Small Market,40.0,56.0,98.0,43.0,25.0,14.0,597.0,50.0,50.0,70.0,120.0,2011-01-06,Coffee,Columbian,Regular
905,405,Oklahoma,South,Small Market,29.0,48.0,80.0,32.0,19.0,8.0,817.0,50.0,40.0,60.0,100.0,2010-01-02,Coffee,Decaf Irish Cream,Decaf
906,405,Oklahoma,South,Small Market,27.0,47.0,79.0,32.0,20.0,8.0,813.0,40.0,40.0,50.0,90.0,2010-01-03,Coffee,Decaf Irish Cream,Decaf
907,405,Oklahoma,South,Small Market,25.0,45.0,75.0,30.0,20.0,8.0,820.0,50.0,30.0,60.0,90.0,2010-01-04,Coffee,Decaf Irish Cream,Decaf
908,405,Oklahoma,South,Small Market,22.0,42.0,71.0,29.0,20.0,8.0,835.0,40.0,30.0,50.0,80.0,2010-01-05,Coffee,Decaf Irish Cream,Decaf
909,405,Oklahoma,South,Small Market,19.0,36.0,60.0,24.0,17.0,6.0,856.0,30.0,30.0,40.0,70.0,2010-01-06,Coffee,Decaf Irish Cream,Decaf
910,405,Oklahoma,South,Small Market,16.0,34.0,57.0,23.0,18.0,6.0,868.0,40.0,20.0,50.0,70.0,2010-01-07,Coffee,Decaf Irish Cream,Decaf
911,405,Oklahoma,South,Small Market,16.0,33.0,55.0,22.0,17.0,6.0,865.0,30.0,20.0,40.0,60.0,2010-01-08,Coffee,Decaf Irish Cream,Decaf
912,405,Oklahoma,South,Small Market,40.0,47.0,84.0,32.0,20.0,8.0,813.0,40.0,40.0,50.0,90.0,2011-01-03,Coffee,Decaf Irish Cream,Decaf
913,405,Oklahoma,South,Small Market,31.0,39.0,70.0,27.0,18.0,7.0,859.0,60.0,30.0,60.0,90.0,2011-01-10,Coffee,Decaf Irish Cream,Decaf
914,405,Oklahoma,South,Small Market,28.0,48.0,80.0,32.0,20.0,8.0,456.0,40.0,20.0,40.0,60.0,2010-01-01,Espresso,Caffe Mocha,Regular
915,405,Oklahoma,South,Small Market,13.0,29.0,49.0,20.0,16.0,5.0,464.0,30.0,10.0,30.0,40.0,2010-01-05,Espresso,Caffe Mocha,Regular
916,405,Oklahoma,South,Small Market,15.0,32.0,53.0,21.0,17.0,5.0,480.0,30.0,0.0,30.0,30.0,2010-01-10,Espresso,Caffe Mocha,Regular
917,405,Oklahoma,South,Small Market,24.0,32.0,56.0,21.0,16.0,5.0,454.0,30.0,10.0,30.0,40.0,2011-01-04,Espresso,Caffe Mocha,Regular
918,405,Oklahoma,South,Small Market,67.0,126.0,210.0,84.0,59.0,27.0,651.0,70.0,70.0,110.0,180.0,2010-01-01,Espresso,Decaf Espresso,Decaf
919,405,Oklahoma,South,Small Market,63.0,120.0,200.0,80.0,57.0,26.0,640.0,70.0,60.0,110.0,170.0,2010-01-02,Espresso,Decaf Espresso,Decaf
920,405,Oklahoma,South,Small Market,79.0,141.0,235.0,94.0,62.0,31.0,697.0,80.0,80.0,120.0,200.0,2010-01-05,Espresso,Decaf Espresso,Decaf
921,405,Oklahoma,South,Small Market,103.0,172.0,286.0,114.0,69.0,37.0,810.0,100.0,90.0,150.0,240.0,2010-01-08,Espresso,Decaf Espresso,Decaf
922,405,Oklahoma,South,Small Market,65.0,123.0,205.0,82.0,58.0,27.0,788.0,60.0,50.0,80.0,130.0,2010-01-10,Espresso,Decaf Espresso,Decaf
923,405,Oklahoma,South,Small Market,72.0,133.0,221.0,88.0,61.0,29.0,817.0,60.0,60.0,110.0,170.0,2010-01-12,Espresso,Decaf Espresso,Decaf
924,405,Oklahoma,South,Small Market,104.0,126.0,235.0,84.0,62.0,27.0,651.0,70.0,70.0,110.0,180.0,2011-01-01,Espresso,Decaf Espresso,Decaf
925,405,Oklahoma,South,Small Market,93.0,120.0,213.0,80.0,57.0,26.0,640.0,70.0,60.0,110.0,170.0,2011-01-02,Espresso,Decaf Espresso,Decaf
926,405,Oklahoma,South,Small Market,110.0,134.0,237.0,88.0,60.0,29.0,653.0,80.0,70.0,120.0,190.0,2011-01-04,Espresso,Decaf Espresso,Decaf
927,405,Oklahoma,South,Small Market,142.0,172.0,283.0,114.0,64.0,37.0,822.0,100.0,90.0,150.0,240.0,2011-01-07,Espresso,Decaf Espresso,Decaf
928,405,Oklahoma,South,Small Market,129.0,150.0,265.0,99.0,63.0,32.0,798.0,80.0,80.0,130.0,210.0,2011-01-09,Espresso,Decaf Espresso,Decaf
929,405,Oklahoma,South,Small Market,96.0,123.0,218.0,82.0,58.0,27.0,788.0,60.0,50.0,80.0,130.0,2011-01-10,Espresso,Decaf Espresso,Decaf
930,405,Oklahoma,South,Small Market,19.0,74.0,133.0,59.0,55.0,22.0,403.0,30.0,50.0,80.0,130.0,2010-01-07,Herbal Tea,Chamomile,Decaf
